Country Name,Country Code,Source,Year,Production
Kuwait,KWT,Nuclear,2008,0.0
Latin America & Caribbean (excluding high income),LAC,Nuclear,2008,2.83
Lao PDR,LAO,Nuclear,2008,0.0
Lebanon,LBN,Nuclear,2008,0.0
Liberia,LBR,Nuclear,2008,0.0
Libya,LBY,Nuclear,2008,0.0
St. Lucia,LCA,Nuclear,2008,0.0
Latin America & Caribbean,LCN,Nuclear,2008,2.35
Least developed countries: UN classification,LDC,Nuclear,2008,0.0
Low income,LIC,Nuclear,2008,0.0
Liechtenstein,LIE,Nuclear,2008,0.0
Sri Lanka,LKA,Nuclear,2008,0.0
Lower middle income,LMC,Nuclear,2008,5.06
Low & middle income,LMY,Nuclear,2008,4.48
Lesotho,LSO,Nuclear,2008,0.0
Late-demographic dividend,LTE,Nuclear,2008,4.42
Lithuania,LTU,Nuclear,2008,74.24
Luxembourg,LUX,Nuclear,2008,0.0
Latvia,LVA,Nuclear,2008,0.0
"Macao SAR, China",MAC,Nuclear,2008,0.0
St. Martin (French part),MAF,Nuclear,2008,0.0
Morocco,MAR,Nuclear,2008,0.0
Monaco,MCO,Nuclear,2008,0.0
Moldova,MDA,Nuclear,2008,0.0
Madagascar,MDG,Nuclear,2008,0.0
Maldives,MDV,Nuclear,2008,0.0
Middle East & North Africa,MEA,Nuclear,2008,0.0
Mexico,MEX,Nuclear,2008,3.64
Marshall Islands,MHL,Nuclear,2008,0.0
Middle income,MIC,Nuclear,2008,4.57
North Macedonia,MKD,Nuclear,2008,0.0
Mali,MLI,Nuclear,2008,0.0
Malta,MLT,Nuclear,2008,0.0
Myanmar,MMR,Nuclear,2008,0.0
Middle East & North Africa (excluding high income),MNA,Nuclear,2008,0.0
Montenegro,MNE,Nuclear,2008,0.0
Mongolia,MNG,Nuclear,2008,0.0
Northern Mariana Islands,MNP,Nuclear,2008,0.0
Mozambique,MOZ,Nuclear,2008,0.0
Mauritania,MRT,Nuclear,2008,0.0
Mauritius,MUS,Nuclear,2008,0.0
Malawi,MWI,Nuclear,2008,0.0
Malaysia,MYS,Nuclear,2008,0.0
North America,NAC,Nuclear,2008,18.76
Namibia,NAM,Nuclear,2008,0.0
New Caledonia,NCL,Nuclear,2008,0.0
Niger,NER,Nuclear,2008,0.0
Nigeria,NGA,Nuclear,2008,0.0
Nicaragua,NIC,Nuclear,2008,0.0
Netherlands,NLD,Nuclear,2008,3.88
Norway,NOR,Nuclear,2008,0.0
Nepal,NPL,Nuclear,2008,0.0
Nauru,NRU,Nuclear,2008,0.0
New Zealand,NZL,Nuclear,2008,0.0
OECD members,OED,Nuclear,2008,21.0
Oman,OMN,Nuclear,2008,0.0
Other small states,OSS,Nuclear,2008,0.0
Pakistan,PAK,Nuclear,2008,1.77
Panama,PAN,Nuclear,2008,0.0
Peru,PER,Nuclear,2008,0.0
Philippines,PHL,Nuclear,2008,0.0
Palau,PLW,Nuclear,2008,0.0
Papua New Guinea,PNG,Nuclear,2008,0.0
Poland,POL,Nuclear,2008,0.0
Pre-demographic dividend,PRE,Nuclear,2008,0.0
Puerto Rico,PRI,Nuclear,2008,0.0
"Korea, Dem. People's Rep.",PRK,Nuclear,2008,0.0
Portugal,PRT,Nuclear,2008,0.0
Paraguay,PRY,Nuclear,2008,0.0
West Bank and Gaza,PSE,Nuclear,2008,0.0
Pacific island small states,PSS,Nuclear,2008,0.0
Post-demographic dividend,PST,Nuclear,2008,22.74
French Polynesia,PYF,Nuclear,2008,0.0
Qatar,QAT,Nuclear,2008,0.0
Romania,ROU,Nuclear,2008,17.28
Russian Federation,RUS,Nuclear,2008,15.7
Rwanda,RWA,Nuclear,2008,0.0
South Asia,SAS,Nuclear,2008,1.66
Saudi Arabia,SAU,Nuclear,2008,0.0
Sudan,SDN,Nuclear,2008,0.0
Senegal,SEN,Nuclear,2008,0.0
Singapore,SGP,Nuclear,2008,0.0
Solomon Islands,SLB,Nuclear,2008,0.0
Sierra Leone,SLE,Nuclear,2008,0.0
El Salvador,SLV,Nuclear,2008,0.0
San Marino,SMR,Nuclear,2008,0.0
Somalia,SOM,Nuclear,2008,0.0
Serbia,SRB,Nuclear,2008,0.0
Sub-Saharan Africa (excluding high income),SSA,Nuclear,2008,3.18
South Sudan,SSD,Nuclear,2008,0.0
Sub-Saharan Africa,SSF,Nuclear,2008,3.18
Small states,SST,Nuclear,2008,0.0
Sao Tome and Principe,STP,Nuclear,2008,0.0
Suriname,SUR,Nuclear,2008,0.0
Slovak Republic,SVK,Nuclear,2008,58.08
Slovenia,SVN,Nuclear,2008,38.25
Sweden,SWE,Nuclear,2008,42.62
Eswatini,SWZ,Nuclear,2008,0.0
Sint Maarten (Dutch part),SXM,Nuclear,2008,0.0
Seychelles,SYC,Nuclear,2008,0.0
Syrian Arab Republic,SYR,Nuclear,2008,0.0
Turks and Caicos Islands,TCA,Nuclear,2008,0.0
Chad,TCD,Nuclear,2008,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Nuclear,2008,1.7
Europe & Central Asia (IDA & IBRD countries),TEC,Nuclear,2008,13.94
Togo,TGO,Nuclear,2008,0.0
Thailand,THA,Nuclear,2008,0.0
Tajikistan,TJK,Nuclear,2008,0.0
Turkmenistan,TKM,Nuclear,2008,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Nuclear,2008,2.42
Timor-Leste,TLS,Nuclear,2008,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Nuclear,2008,0.0
Tonga,TON,Nuclear,2008,0.0
South Asia (IDA & IBRD),TSA,Nuclear,2008,1.66
Sub-Saharan Africa (IDA & IBRD countries),TSS,Nuclear,2008,3.18
Trinidad and Tobago,TTO,Nuclear,2008,0.0
Tunisia,TUN,Nuclear,2008,0.0
Turkiye,TUR,Nuclear,2008,0.0
Tuvalu,TUV,Nuclear,2008,0.0
Tanzania,TZA,Nuclear,2008,0.0
Uganda,UGA,Nuclear,2008,0.0
Ukraine,UKR,Nuclear,2008,46.65
Upper middle income,UMC,Nuclear,2008,4.41
Uruguay,URY,Nuclear,2008,0.0
United States,USA,Nuclear,2008,19.29
Uzbekistan,UZB,Nuclear,2008,0.0
St. Vincent and the Grenadines,VCT,Nuclear,2008,0.0
"Venezuela, RB",VEN,Nuclear,2008,0.0
British Virgin Islands,VGB,Nuclear,2008,0.0
Virgin Islands (U.S.),VIR,Nuclear,2008,0.0
Vietnam,VNM,Nuclear,2008,0.0
Vanuatu,VUT,Nuclear,2008,0.0
World,WLD,Nuclear,2008,13.48
Samoa,WSM,Nuclear,2008,0.0
Kosovo,XKX,Nuclear,2008,0.0
"Yemen, Rep.",YEM,Nuclear,2008,0.0
South Africa,ZAF,Nuclear,2008,5.09
Zambia,ZMB,Nuclear,2008,0.0
Zimbabwe,ZWE,Nuclear,2008,0.0
Aruba,ABW,Oil,2008,0.0
Africa Eastern and Southern,AFE,Oil,2008,2.72
Afghanistan,AFG,Oil,2008,0.0
Africa Western and Central,AFW,Oil,2008,7.79
Angola,AGO,Oil,2008,24.59
Albania,ALB,Oil,2008,0.0
Andorra,AND,Oil,2008,0.0
Arab World,ARB,Oil,2008,27.08
United Arab Emirates,ARE,Oil,2008,1.71
Argentina,ARG,Oil,2008,11.82
Armenia,ARM,Oil,2008,0.0
American Samoa,ASM,Oil,2008,0.0
Antigua and Barbuda,ATG,Oil,2008,0.0
Australia,AUS,Oil,2008,1.67
Austria,AUT,Oil,2008,1.93
Azerbaijan,AZE,Oil,2008,7.95
Burundi,BDI,Oil,2008,0.0
Belgium,BEL,Oil,2008,0.49
Benin,BEN,Oil,2008,98.69
Burkina Faso,BFA,Oil,2008,0.0
Bangladesh,BGD,Oil,2008,4.2
Bulgaria,BGR,Oil,2008,0.62
Bahrain,BHR,Oil,2008,0.02
"Bahamas, The",BHS,Oil,2008,0.0
Bosnia and Herzegovina,BIH,Oil,2008,0.0
Belarus,BLR,Oil,2008,2.87
Belize,BLZ,Oil,2008,0.0
Bermuda,BMU,Oil,2008,0.0
Bolivia,BOL,Oil,2008,1.68
Brazil,BRA,Oil,2008,3.79
Barbados,BRB,Oil,2008,0.0
Brunei Darussalam,BRN,Oil,2008,0.96
Bhutan,BTN,Oil,2008,0.0
Botswana,BWA,Oil,2008,0.0
Central African Republic,CAF,Oil,2008,0.0
Canada,CAN,Oil,2008,1.62
Central Europe and the Baltics,CEB,Oil,2008,1.57
Switzerland,CHE,Oil,2008,0.19
Channel Islands,CHI,Oil,2008,0.0
Chile,CHL,Oil,2008,26.95
China,CHN,Oil,2008,0.54
Cote d'Ivoire,CIV,Oil,2008,0.16
Cameroon,CMR,Oil,2008,15.35
"Congo, Dem. Rep.",COD,Oil,2008,0.23
"Congo, Rep.",COG,Oil,2008,0.0
Colombia,COL,Oil,2008,0.27
Comoros,COM,Oil,2008,0.0
Cabo Verde,CPV,Oil,2008,0.0
Costa Rica,CRI,Oil,2008,7.15
Caribbean small states,CSS,Oil,2008,0.0
Cuba,CUB,Oil,2008,44.13
Curacao,CUW,Oil,2008,0.0
Cayman Islands,CYM,Oil,2008,0.0
Cyprus,CYP,Oil,2008,99.7
Czech Republic,CZE,Oil,2008,0.16
Germany,DEU,Oil,2008,1.53
Djibouti,DJI,Oil,2008,0.0
Dominica,DMA,Oil,2008,0.0
Denmark,DNK,Oil,2008,3.06
Dominican Republic,DOM,Oil,2008,61.65
Algeria,DZA,Oil,2008,1.97
East Asia & Pacific (excluding high income),EAP,Oil,2008,1.83
Early-demographic dividend,EAR,Oil,2008,13.12
East Asia & Pacific,EAS,Oil,2008,3.76
Europe & Central Asia (excluding high income),ECA,Oil,2008,1.8
Europe & Central Asia,ECS,Oil,2008,2.59
Ecuador,ECU,Oil,2008,29.52
"Egypt, Arab Rep.",EGY,Oil,2008,15.24
Euro area,EMU,Oil,2008,3.92
Eritrea,ERI,Oil,2008,99.3
Spain,ESP,Oil,2008,5.79
Estonia,EST,Oil,2008,0.35
Ethiopia,ETH,Oil,2008,12.36
European Union,EUU,Oil,2008,3.42
Fragile and conflict affected situations,FCS,Oil,2008,23.64
Finland,FIN,Oil,2008,0.84
Fiji,FJI,Oil,2008,0.0
France,FRA,Oil,2008,0.94
Faroe Islands,FRO,Oil,2008,0.0
"Micronesia, Fed. Sts.",FSM,Oil,2008,0.0
Gabon,GAB,Oil,2008,23.27
United Kingdom,GBR,Oil,2008,1.74
Georgia,GEO,Oil,2008,0.14
Ghana,GHA,Oil,2008,0.0
Gibraltar,GIB,Oil,2008,100.0
Guinea,GIN,Oil,2008,0.0
"Gambia, The",GMB,Oil,2008,0.0
Guinea-Bissau,GNB,Oil,2008,0.0
Equatorial Guinea,GNQ,Oil,2008,0.0
Greece,GRC,Oil,2008,15.88
Grenada,GRD,Oil,2008,0.0
Greenland,GRL,Oil,2008,0.0
Guatemala,GTM,Oil,2008,31.52
Guam,GUM,Oil,2008,0.0
Guyana,GUY,Oil,2008,0.0
High income,HIC,Oil,2008,4.19
"Hong Kong SAR, China",HKG,Oil,2008,0.36
Honduras,HND,Oil,2008,62.01
Heavily indebted poor countries (HIPC),HPC,Oil,2008,13.72
Croatia,HRV,Oil,2008,15.53
Haiti,HTI,Oil,2008,62.76
Hungary,HUN,Oil,2008,0.89
IBRD only,IBD,Oil,2008,4.44
IDA & IBRD total,IBT,Oil,2008,5.15
IDA total,IDA,Oil,2008,20.11
IDA blend,IDB,Oil,2008,19.67
Indonesia,IDN,Oil,2008,28.69
IDA only,IDX,Oil,2008,20.01
Isle of Man,IMN,Oil,2008,0.0
India,IND,Oil,2008,3.01
Not classified,INX,Oil,2008,0.0
Ireland,IRL,Oil,2008,5.71
"Iran, Islamic Rep.",IRN,Oil,2008,19.37
Iraq,IRQ,Oil,2008,14.08
Iceland,ISL,Oil,2008,0.01
Israel,ISR,Oil,2008,10.51
Italy,ITA,Oil,2008,10.03
Jamaica,JAM,Oil,2008,93.86
Jordan,JOR,Oil,2008,15.71
Japan,JPN,Oil,2008,10.76
Kazakhstan,KAZ,Oil,2008,3.31
Kenya,KEN,Oil,2008,36.87
Kyrgyz Republic,KGZ,Oil,2008,0.92
Cambodia,KHM,Oil,2008,95.61
Kiribati,KIR,Oil,2008,0.0
St. Kitts and Nevis,KNA,Oil,2008,0.0
"Korea, Rep.",KOR,Oil,2008,3.46
Kuwait,KWT,Oil,2008,64.33
Latin America & Caribbean (excluding high income),LAC,Oil,2008,11.3
Lao PDR,LAO,Oil,2008,0.0
Lebanon,LBN,Oil,2008,97.2
Liberia,LBR,Oil,2008,0.0
Libya,LBY,Oil,2008,59.01
St. Lucia,LCA,Oil,2008,0.0
Latin America & Caribbean,LCN,Oil,2008,12.16
Least developed countries: UN classification,LDC,Oil,2008,14.29
Low income,LIC,Oil,2008,0.0
Liechtenstein,LIE,Oil,2008,0.0
Sri Lanka,LKA,Oil,2008,58.46
Lower middle income,LMC,Oil,2008,10.27
Low & middle income,LMY,Oil,2008,5.0
Lesotho,LSO,Oil,2008,0.0
Late-demographic dividend,LTE,Oil,2008,2.55
Lithuania,LTU,Oil,2008,4.22
Luxembourg,LUX,Oil,2008,0.04
Latvia,LVA,Oil,2008,0.04
"Macao SAR, China",MAC,Oil,2008,0.0
St. Martin (French part),MAF,Oil,2008,0.0
Morocco,MAR,Oil,2008,23.37
Monaco,MCO,Oil,2008,0.0
Moldova,MDA,Oil,2008,0.22
Madagascar,MDG,Oil,2008,0.0
Maldives,MDV,Oil,2008,0.0
Middle East & North Africa,MEA,Oil,2008,24.54
Mexico,MEX,Oil,2008,18.82
Marshall Islands,MHL,Oil,2008,0.0
Middle income,MIC,Oil,2008,4.66
North Macedonia,MKD,Oil,2008,2.88
Mali,MLI,Oil,2008,0.0
Malta,MLT,Oil,2008,100.0
Myanmar,MMR,Oil,2008,0.6
Middle East & North Africa (excluding high income),MNA,Oil,2008,24.1
Montenegro,MNE,Oil,2008,0.0
Mongolia,MNG,Oil,2008,4.0
Northern Mariana Islands,MNP,Oil,2008,0.0
Mozambique,MOZ,Oil,2008,0.01
Mauritania,MRT,Oil,2008,0.0
Mauritius,MUS,Oil,2008,32.62
Malawi,MWI,Oil,2008,0.0
Malaysia,MYS,Oil,2008,1.76
North America,NAC,Oil,2008,1.37
Namibia,NAM,Oil,2008,0.64
New Caledonia,NCL,Oil,2008,0.0
Niger,NER,Oil,2008,22.81
Nigeria,NGA,Oil,2008,0.0
Nicaragua,NIC,Oil,2008,64.47
Netherlands,NLD,Oil,2008,1.92
Norway,NOR,Oil,2008,0.02
Nepal,NPL,Oil,2008,0.32
Nauru,NRU,Oil,2008,0.0
New Zealand,NZL,Oil,2008,0.3
OECD members,OED,Oil,2008,3.53
Oman,OMN,Oil,2008,2.17
Other small states,OSS,Oil,2008,8.61
Pakistan,PAK,Oil,2008,35.39
Panama,PAN,Oil,2008,37.93
Peru,PER,Oil,2008,5.99
Philippines,PHL,Oil,2008,8.0
Palau,PLW,Oil,2008,0.0
Papua New Guinea,PNG,Oil,2008,0.0
Poland,POL,Oil,2008,1.76
Pre-demographic dividend,PRE,Oil,2008,11.84
Puerto Rico,PRI,Oil,2008,0.0
"Korea, Dem. People's Rep.",PRK,Oil,2008,3.37
Portugal,PRT,Oil,2008,9.12
Paraguay,PRY,Oil,2008,0.0
West Bank and Gaza,PSE,Oil,2008,0.0
Pacific island small states,PSS,Oil,2008,0.0
Post-demographic dividend,PST,Oil,2008,3.08
French Polynesia,PYF,Oil,2008,0.0
Qatar,QAT,Oil,2008,0.0
Romania,ROU,Oil,2008,1.08
Russian Federation,RUS,Oil,2008,1.55
Rwanda,RWA,Oil,2008,0.0
South Asia,SAS,Oil,2008,6.55
Saudi Arabia,SAU,Oil,2008,35.31
Sudan,SDN,Oil,2008,73.43
Senegal,SEN,Oil,2008,86.88
Singapore,SGP,Oil,2008,17.09
Solomon Islands,SLB,Oil,2008,0.0
Sierra Leone,SLE,Oil,2008,0.0
El Salvador,SLV,Oil,2008,37.48
San Marino,SMR,Oil,2008,0.0
Somalia,SOM,Oil,2008,0.0
Serbia,SRB,Oil,2008,0.47
Sub-Saharan Africa (excluding high income),SSA,Oil,2008,3.34
South Sudan,SSD,Oil,2008,0.0
Sub-Saharan Africa,SSF,Oil,2008,3.34
Small states,SST,Oil,2008,10.54
Sao Tome and Principe,STP,Oil,2008,0.0
Suriname,SUR,Oil,2008,22.05
Slovak Republic,SVK,Oil,2008,2.37
Slovenia,SVN,Oil,2008,0.1
Sweden,SWE,Oil,2008,0.58
Eswatini,SWZ,Oil,2008,0.0
Sint Maarten (Dutch part),SXM,Oil,2008,0.0
Seychelles,SYC,Oil,2008,0.0
Syrian Arab Republic,SYR,Oil,2008,61.68
Turks and Caicos Islands,TCA,Oil,2008,0.0
Chad,TCD,Oil,2008,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Oil,2008,1.82
Europe & Central Asia (IDA & IBRD countries),TEC,Oil,2008,1.86
Togo,TGO,Oil,2008,24.39
Thailand,THA,Oil,2008,1.13
Tajikistan,TJK,Oil,2008,0.0
Turkmenistan,TKM,Oil,2008,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil,2008,11.94
Timor-Leste,TLS,Oil,2008,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Oil,2008,24.36
Tonga,TON,Oil,2008,0.0
South Asia (IDA & IBRD),TSA,Oil,2008,6.55
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil,2008,3.34
Trinidad and Tobago,TTO,Oil,2008,0.27
Tunisia,TUN,Oil,2008,4.99
Turkiye,TUR,Oil,2008,3.79
Tuvalu,TUV,Oil,2008,0.0
Tanzania,TZA,Oil,2008,7.43
Uganda,UGA,Oil,2008,0.0
Ukraine,UKR,Oil,2008,0.51
Upper middle income,UMC,Oil,2008,2.89
Uruguay,URY,Oil,2008,39.01
United States,USA,Oil,2008,1.33
Uzbekistan,UZB,Oil,2008,2.95
St. Vincent and the Grenadines,VCT,Oil,2008,0.0
"Venezuela, RB",VEN,Oil,2008,12.54
British Virgin Islands,VGB,Oil,2008,0.0
Virgin Islands (U.S.),VIR,Oil,2008,0.0
Vietnam,VNM,Oil,2008,2.14
Vanuatu,VUT,Oil,2008,0.0
World,WLD,Oil,2008,4.6
Samoa,WSM,Oil,2008,0.0
Kosovo,XKX,Oil,2008,0.64
"Yemen, Rep.",YEM,Oil,2008,100.0
South Africa,ZAF,Oil,2008,0.06
Zambia,ZMB,Oil,2008,0.13
Zimbabwe,ZWE,Oil,2008,0.39
Aruba,ABW,Nuclear,2009,0.0
Africa Eastern and Southern,AFE,Nuclear,2009,3.67
Afghanistan,AFG,Nuclear,2009,0.0
Africa Western and Central,AFW,Nuclear,2009,0.0
Angola,AGO,Nuclear,2009,0.0
Albania,ALB,Nuclear,2009,0.0
Andorra,AND,Nuclear,2009,0.0
Arab World,ARB,Nuclear,2009,0.0
United Arab Emirates,ARE,Nuclear,2009,0.0
Argentina,ARG,Nuclear,2009,6.69
Armenia,ARM,Nuclear,2009,43.98
American Samoa,ASM,Nuclear,2009,0.0
Antigua and Barbuda,ATG,Nuclear,2009,0.0
Australia,AUS,Nuclear,2009,0.0
Austria,AUT,Nuclear,2009,0.0
Azerbaijan,AZE,Nuclear,2009,0.0
Burundi,BDI,Nuclear,2009,0.0
Belgium,BEL,Nuclear,2009,52.58
Benin,BEN,Nuclear,2009,0.0
Burkina Faso,BFA,Nuclear,2009,0.0
Bangladesh,BGD,Nuclear,2009,0.0
Bulgaria,BGR,Nuclear,2009,36.0
Bahrain,BHR,Nuclear,2009,0.0
"Bahamas, The",BHS,Nuclear,2009,0.0
Bosnia and Herzegovina,BIH,Nuclear,2009,0.0
Belarus,BLR,Nuclear,2009,0.0
Belize,BLZ,Nuclear,2009,0.0
Bermuda,BMU,Nuclear,2009,0.0
Bolivia,BOL,Nuclear,2009,0.0
Brazil,BRA,Nuclear,2009,2.78
Barbados,BRB,Nuclear,2009,0.0
Brunei Darussalam,BRN,Nuclear,2009,0.0
Bhutan,BTN,Nuclear,2009,0.0
Botswana,BWA,Nuclear,2009,0.0
Central African Republic,CAF,Nuclear,2009,0.0
Canada,CAN,Nuclear,2009,14.78
Central Europe and the Baltics,CEB,Nuclear,2009,22.12
Switzerland,CHE,Nuclear,2009,41.53
Channel Islands,CHI,Nuclear,2009,0.0
Chile,CHL,Nuclear,2009,0.0
China,CHN,Nuclear,2009,1.89
Cote d'Ivoire,CIV,Nuclear,2009,0.0
Cameroon,CMR,Nuclear,2009,0.0
"Congo, Dem. Rep.",COD,Nuclear,2009,0.0
"Congo, Rep.",COG,Nuclear,2009,0.0
Colombia,COL,Nuclear,2009,0.0
Comoros,COM,Nuclear,2009,0.0
Cabo Verde,CPV,Nuclear,2009,0.0
Costa Rica,CRI,Nuclear,2009,0.0
Caribbean small states,CSS,Nuclear,2009,0.0
Cuba,CUB,Nuclear,2009,0.0
Curacao,CUW,Nuclear,2009,0.0
Cayman Islands,CYM,Nuclear,2009,0.0
Cyprus,CYP,Nuclear,2009,0.0
Czech Republic,CZE,Nuclear,2009,33.33
Germany,DEU,Nuclear,2009,22.87
Djibouti,DJI,Nuclear,2009,0.0
Dominica,DMA,Nuclear,2009,0.0
Denmark,DNK,Nuclear,2009,0.0
Dominican Republic,DOM,Nuclear,2009,0.0
Algeria,DZA,Nuclear,2009,0.0
East Asia & Pacific (excluding high income),EAP,Nuclear,2009,1.62
Early-demographic dividend,EAR,Nuclear,2009,1.6
East Asia & Pacific,EAS,Nuclear,2009,8.34
Europe & Central Asia (excluding high income),ECA,Nuclear,2009,15.4
Europe & Central Asia,ECS,Nuclear,2009,23.02
Ecuador,ECU,Nuclear,2009,0.0
"Egypt, Arab Rep.",EGY,Nuclear,2009,0.0
Euro area,EMU,Nuclear,2009,31.07
Eritrea,ERI,Nuclear,2009,0.0
Spain,ESP,Nuclear,2009,18.08
Estonia,EST,Nuclear,2009,0.0
Ethiopia,ETH,Nuclear,2009,0.0
European Union,EUU,Nuclear,2009,29.27
Fragile and conflict affected situations,FCS,Nuclear,2009,0.65
Finland,FIN,Nuclear,2009,32.64
Fiji,FJI,Nuclear,2009,0.0
France,FRA,Nuclear,2009,77.21
Faroe Islands,FRO,Nuclear,2009,0.0
"Micronesia, Fed. Sts.",FSM,Nuclear,2009,0.0
Gabon,GAB,Nuclear,2009,0.0
United Kingdom,GBR,Nuclear,2009,18.52
Georgia,GEO,Nuclear,2009,0.0
Ghana,GHA,Nuclear,2009,0.0
Gibraltar,GIB,Nuclear,2009,0.0
Guinea,GIN,Nuclear,2009,0.0
"Gambia, The",GMB,Nuclear,2009,0.0
Guinea-Bissau,GNB,Nuclear,2009,0.0
Equatorial Guinea,GNQ,Nuclear,2009,0.0
Greece,GRC,Nuclear,2009,0.0
Grenada,GRD,Nuclear,2009,0.0
Greenland,GRL,Nuclear,2009,0.0
Guatemala,GTM,Nuclear,2009,0.0
Guam,GUM,Nuclear,2009,0.0
Guyana,GUY,Nuclear,2009,0.0
High income,HIC,Nuclear,2009,21.12
"Hong Kong SAR, China",HKG,Nuclear,2009,0.0
Honduras,HND,Nuclear,2009,0.0
Heavily indebted poor countries (HIPC),HPC,Nuclear,2009,0.0
Croatia,HRV,Nuclear,2009,0.0
Haiti,HTI,Nuclear,2009,0.0
Hungary,HUN,Nuclear,2009,42.96
IBRD only,IBD,Nuclear,2009,4.48
IDA & IBRD total,IBT,Nuclear,2009,4.29
IDA total,IDA,Nuclear,2009,0.65
IDA blend,IDB,Nuclear,2009,1.51
Indonesia,IDN,Nuclear,2009,0.0
IDA only,IDX,Nuclear,2009,0.0
Isle of Man,IMN,Nuclear,2009,0.0
India,IND,Nuclear,2009,2.03
Not classified,INX,Nuclear,2009,0.0
Ireland,IRL,Nuclear,2009,0.0
"Iran, Islamic Rep.",IRN,Nuclear,2009,0.0
Iraq,IRQ,Nuclear,2009,0.0
Iceland,ISL,Nuclear,2009,0.0
Israel,ISR,Nuclear,2009,0.0
Italy,ITA,Nuclear,2009,0.0
Jamaica,JAM,Nuclear,2009,0.0
Jordan,JOR,Nuclear,2009,0.0
Japan,JPN,Nuclear,2009,26.18
Kazakhstan,KAZ,Nuclear,2009,0.0
Kenya,KEN,Nuclear,2009,0.0
Kyrgyz Republic,KGZ,Nuclear,2009,0.0
Cambodia,KHM,Nuclear,2009,0.0
Kiribati,KIR,Nuclear,2009,0.0
St. Kitts and Nevis,KNA,Nuclear,2009,0.0
"Korea, Rep.",KOR,Nuclear,2009,32.72
Kuwait,KWT,Nuclear,2009,0.0
Latin America & Caribbean (excluding high income),LAC,Nuclear,2009,2.87
Lao PDR,LAO,Nuclear,2009,0.0
Lebanon,LBN,Nuclear,2009,0.0
Liberia,LBR,Nuclear,2009,0.0
Libya,LBY,Nuclear,2009,0.0
St. Lucia,LCA,Nuclear,2009,0.0
Latin America & Caribbean,LCN,Nuclear,2009,2.38
Least developed countries: UN classification,LDC,Nuclear,2009,0.0
Low income,LIC,Nuclear,2009,0.0
Liechtenstein,LIE,Nuclear,2009,0.0
Sri Lanka,LKA,Nuclear,2009,0.0
Lower middle income,LMC,Nuclear,2009,4.76
Low & middle income,LMY,Nuclear,2009,4.34
Lesotho,LSO,Nuclear,2009,0.0
Late-demographic dividend,LTE,Nuclear,2009,4.25
Lithuania,LTU,Nuclear,2009,74.11
Luxembourg,LUX,Nuclear,2009,0.0
Latvia,LVA,Nuclear,2009,0.0
"Macao SAR, China",MAC,Nuclear,2009,0.0
St. Martin (French part),MAF,Nuclear,2009,0.0
Morocco,MAR,Nuclear,2009,0.0
Monaco,MCO,Nuclear,2009,0.0
Moldova,MDA,Nuclear,2009,0.0
Madagascar,MDG,Nuclear,2009,0.0
Maldives,MDV,Nuclear,2009,0.0
Middle East & North Africa,MEA,Nuclear,2009,0.0
Mexico,MEX,Nuclear,2009,3.92
Marshall Islands,MHL,Nuclear,2009,0.0
Middle income,MIC,Nuclear,2009,4.42
North Macedonia,MKD,Nuclear,2009,0.0
Mali,MLI,Nuclear,2009,0.0
Malta,MLT,Nuclear,2009,0.0
Myanmar,MMR,Nuclear,2009,0.0
Middle East & North Africa (excluding high income),MNA,Nuclear,2009,0.0
Montenegro,MNE,Nuclear,2009,0.0
Mongolia,MNG,Nuclear,2009,0.0
Northern Mariana Islands,MNP,Nuclear,2009,0.0
Mozambique,MOZ,Nuclear,2009,0.0
Mauritania,MRT,Nuclear,2009,0.0
Mauritius,MUS,Nuclear,2009,0.0
Malawi,MWI,Nuclear,2009,0.0
Malaysia,MYS,Nuclear,2009,0.0
North America,NAC,Nuclear,2009,19.27
Namibia,NAM,Nuclear,2009,0.0
New Caledonia,NCL,Nuclear,2009,0.0
Niger,NER,Nuclear,2009,0.0
Nigeria,NGA,Nuclear,2009,0.0
Nicaragua,NIC,Nuclear,2009,0.0
Netherlands,NLD,Nuclear,2009,3.74
Norway,NOR,Nuclear,2009,0.0
Nepal,NPL,Nuclear,2009,0.0
Nauru,NRU,Nuclear,2009,0.0
New Zealand,NZL,Nuclear,2009,0.0
OECD members,OED,Nuclear,2009,21.42
Oman,OMN,Nuclear,2009,0.0
Other small states,OSS,Nuclear,2009,0.0
Pakistan,PAK,Nuclear,2009,3.03
Panama,PAN,Nuclear,2009,0.0
Peru,PER,Nuclear,2009,0.0
Philippines,PHL,Nuclear,2009,0.0
Palau,PLW,Nuclear,2009,0.0
Papua New Guinea,PNG,Nuclear,2009,0.0
Poland,POL,Nuclear,2009,0.0
Pre-demographic dividend,PRE,Nuclear,2009,0.0
Puerto Rico,PRI,Nuclear,2009,0.0
"Korea, Dem. People's Rep.",PRK,Nuclear,2009,0.0
Portugal,PRT,Nuclear,2009,0.0
Paraguay,PRY,Nuclear,2009,0.0
West Bank and Gaza,PSE,Nuclear,2009,0.0
