Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Total Access to Electricity
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,96.14
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,99.92
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,99.97
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,96.87
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2011,99.45
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,100.0
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,41.32
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,23.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,100.0
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,48.08
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2011,90.15
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,66.59
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2011,88.86
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,100.0
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,64.06
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,29.28
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,48.25
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,13.4
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2011,66.1
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,88.8
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,84.03
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,84.08
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,99.96
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2011,82.2
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,29.31
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2011,37.58
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,89.2
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,79.08
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,46.65
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,61.69
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,94.83
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,39.08
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2011,67.6
Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,0.0
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2011,99.57
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2011,98.0
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2011,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,91.1
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2011,99.65
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,99.8
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,36.04
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2011,98.32
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,50.31
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,74.84
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,100.0
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2011,100.0
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,95.92
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,70.0
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2011,99.68
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,4.1
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2011,79.97
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,94.75
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,96.18
Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,34.81
Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,26.76
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2011,87.76
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,71.87
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,78.52
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,22.41
Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,98.66
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,100.0
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2011,93.45
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,100.0
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,14.3
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Upper middle income,2011,99.28
Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,95.8
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,99.03
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2011,89.92
Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,83.86
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,99.73
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,28.68
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2011,100.0
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,54.01
Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,95.11
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,99.0
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,72.06
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,20.2
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,35.17
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2011,99.6
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,7.6
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2011,99.47
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,100.0
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2011,42.3
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,14.3
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,55.9
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2011,78.73
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2011,67.26
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,99.0
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,99.79
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2011,100.0
Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,68.05
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2011,70.85
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,88.96
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,89.71
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,87.2
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2011,98.81
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,32.92
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,36.03
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,100.0
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Low income,2011,31.49
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,98.24
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2011,99.7
Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,71.47
Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,99.98
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2011,100.0
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,100.0
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,10.8
South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,67.05
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2011,100.0
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,39.82
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,56.5
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2011,100.0
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,38.68
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,14.2
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2011,92.57
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,51.97
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,100.0
Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,35.87
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,2.68
Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,35.88
Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,73.22
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,62.51
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,94.41
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2011,100.0
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,51.15
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,100.0
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,High income,2011,98.15
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Low income,2011,91.51
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,100.0
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,8.98
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,96.53
Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,99.94
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,39.7
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2011,99.35
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2011,98.72
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,99.88
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,96.12
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,52.66
Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,95.06
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2011,92.18
South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,67.05
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,35.88
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,100.0
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2011,99.5
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,100.0
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2011,96.87
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,14.2
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,14.6
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2011,100.0
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,98.84
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,99.17
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2011,100.0
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2011,99.96
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2011,94.13
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,,2011,98.84
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,98.66
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2011,100.0
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,99.0
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,41.94
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2011,82.17
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2011,96.67
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2011,0.0
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Low income,2011,61.86
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2011,83.6
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2011,28.16
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2011,36.9
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
Africa Eastern and Southern,AFE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,31.84
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Low income,2012,69.1
Africa Western and Central,AFW,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,44.17
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,37.13
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,99.9
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,87.04
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2012,100.0
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,99.23
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,99.63
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2012,0.0
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,6.5
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,38.4
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,15.12
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2012,66.16
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2012,100.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,91.0
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2012,100.0
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2012,90.39
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,99.52
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2012,91.5
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2012,56.02
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,10.87
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2012,100.0
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,100.0
