Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Transmission and Distribution Losses
Sub-Saharan Africa (excluding high income),SSA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,11.59
South Sudan,SSD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2013,5.72
Sub-Saharan Africa,SSF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,11.59
Small states,SST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,7.09
Sao Tome and Principe,STP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2013,0.0
Suriname,SUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2013,9.02
Slovak Republic,SVK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2013,2.67
Slovenia,SVN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2013,5.36
Sweden,SWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2013,6.54
Eswatini,SWZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2013,0.0
Sint Maarten (Dutch part),SXM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2013,0.0
Seychelles,SYC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,High income,2013,0.0
Syrian Arab Republic,SYR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Low income,2013,13.94
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2013,0.0
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2013,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,6.04
Europe & Central Asia (IDA & IBRD countries),TEC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,10.9
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2013,0.0
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2013,6.07
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2013,14.77
Turkmenistan,TKM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2013,12.64
Latin America & the Caribbean (IDA & IBRD countries),TLA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,14.74
Timor-Leste,TLS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2013,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,18.52
Tonga,TON,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2013,0.0
South Asia (IDA & IBRD),TSA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,18.08
Sub-Saharan Africa (IDA & IBRD countries),TSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,11.59
Trinidad and Tobago,TTO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2013,2.46
Tunisia,TUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2013,14.73
Turkiye,TUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2013,15.46
Tuvalu,TUV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2013,0.0
Tanzania,TZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2013,19.19
Uganda,UGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2013,0.0
Ukraine,UKR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2013,10.69
Upper middle income,UMC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,8.55
Uruguay,URY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2013,10.99
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,North America,High income,2013,5.96
Uzbekistan,UZB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2013,8.82
St. Vincent and the Grenadines,VCT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2013,0.0
"Venezuela, RB",VEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,,2013,20.81
British Virgin Islands,VGB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2013,0.0
Virgin Islands (U.S.),VIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2013,0.0
Vietnam,VNM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2013,9.2
Vanuatu,VUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2013,0.0
World,WLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2013,8.2
Samoa,WSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2013,0.0
Kosovo,XKX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2013,13.47
"Yemen, Rep.",YEM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Low income,2013,25.76
South Africa,ZAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2013,8.49
Zambia,ZMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2013,8.56
Zimbabwe,ZWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2013,17.78
Aruba,ABW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Africa Eastern and Southern,AFE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,10.59
Afghanistan,AFG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Low income,2014,0.0
Africa Western and Central,AFW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,17.9
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,11.27
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,23.69
Andorra,AND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,0.0
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,14.36
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2014,6.77
Argentina,ARG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,14.66
Armenia,ARM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,11.99
American Samoa,ASM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,0.0
Antigua and Barbuda,ATG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Australia,AUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,4.78
Austria,AUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,5.33
Azerbaijan,AZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,13.6
Burundi,BDI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Belgium,BEL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,5.43
Benin,BEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,0.0
Burkina Faso,BFA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Bangladesh,BGD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2014,11.4
Bulgaria,BGR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,8.55
Bahrain,BHR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2014,3.94
"Bahamas, The",BHS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Bosnia and Herzegovina,BIH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,8.18
Belarus,BLR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,9.18
Belize,BLZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,0.0
Bermuda,BMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,North America,High income,2014,0.0
Bolivia,BOL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2014,9.19
Brazil,BRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,15.77
Barbados,BRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Brunei Darussalam,BRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,6.41
Bhutan,BTN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2014,0.0
Botswana,BWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2014,11.02
Central African Republic,CAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Canada,CAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,North America,High income,2014,8.71
Central Europe and the Baltics,CEB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,7.37
Switzerland,CHE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,6.7
Channel Islands,CHI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,0.0
Chile,CHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,6.74
China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,5.47
Cote d'Ivoire,CIV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,14.33
Cameroon,CMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,11.05
"Congo, Dem. Rep.",COD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,21.44
"Congo, Rep.",COG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,44.54
Colombia,COL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,10.68
Comoros,COM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,0.0
Cabo Verde,CPV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,0.0
Costa Rica,CRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,10.83
Caribbean small states,CSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,9.39
Cuba,CUB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,15.29
Curacao,CUW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Cayman Islands,CYM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Cyprus,CYP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,3.98
Czech Republic,CZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,4.52
Germany,DEU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,3.88
Djibouti,DJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2014,0.0
Dominica,DMA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,0.0
Denmark,DNK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,6.13
Dominican Republic,DOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,12.18
Algeria,DZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2014,17.13
East Asia & Pacific (excluding high income),EAP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,5.84
Early-demographic dividend,EAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,15.26
East Asia & Pacific,EAS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,5.41
Europe & Central Asia (excluding high income),ECA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,10.89
Europe & Central Asia,ECS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,8.02
Ecuador,ECU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,12.92
"Egypt, Arab Rep.",EGY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2014,10.95
Euro area,EMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,6.06
Eritrea,ERI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,12.89
Spain,ESP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,9.6
Estonia,EST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,6.77
Ethiopia,ETH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,18.65
European Union,EUU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,6.22
Fragile and conflict affected situations,FCS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,32.24
Finland,FIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,4.07
Fiji,FJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,0.0
France,FRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,6.34
Faroe Islands,FRO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,0.0
"Micronesia, Fed. Sts.",FSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,0.0
Gabon,GAB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2014,27.78
United Kingdom,GBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,8.35
Georgia,GEO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,5.79
Ghana,GHA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,22.59
Gibraltar,GIB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,3.03
Guinea,GIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
"Gambia, The",GMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Guinea-Bissau,GNB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Equatorial Guinea,GNQ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2014,0.0
Greece,GRC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,8.24
Grenada,GRD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,0.0
Greenland,GRL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,0.0
Guatemala,GTM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,9.46
Guam,GUM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,0.0
Guyana,GUY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,0.0
High income,HIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,5.94
"Hong Kong SAR, China",HKG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,12.49
Honduras,HND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2014,34.95
Heavily indebted poor countries (HIPC),HPC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,18.28
Croatia,HRV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,13.13
Haiti,HTI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2014,60.12
Hungary,HUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,12.35
IBRD only,IBD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,10.03
IDA & IBRD total,IBT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,10.27
IDA total,IDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,16.37
IDA blend,IDB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,14.93
Indonesia,IDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,9.4
IDA only,IDX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,17.63
Isle of Man,IMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,0.0
India,IND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2014,19.33
Not classified,INX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,0.0
Ireland,IRL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,7.92
"Iran, Islamic Rep.",IRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2014,12.6
Iraq,IRQ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Upper middle income,2014,50.63
Iceland,ISL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,2.75
Israel,ISR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2014,2.86
Italy,ITA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,6.99
Jamaica,JAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,26.75
Jordan,JOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Upper middle income,2014,10.75
Japan,JPN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,4.31
Kazakhstan,KAZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,6.74
Kenya,KEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,17.55
Kyrgyz Republic,KGZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2014,23.73
Cambodia,KHM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,23.42
Kiribati,KIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,0.0
St. Kitts and Nevis,KNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
"Korea, Rep.",KOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,3.35
Kuwait,KWT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2014,11.66
Latin America & Caribbean (excluding high income),LAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,14.29
Lao PDR,LAO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,0.0
Lebanon,LBN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2014,10.47
Liberia,LBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Libya,LBY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Upper middle income,2014,69.7
St. Lucia,LCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,0.0
Latin America & Caribbean,LCN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,15.62
Least developed countries: UN classification,LDC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,15.97
Low income,LIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,16.9
Liechtenstein,LIE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,0.0
Sri Lanka,LKA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2014,11.44
Lower middle income,LMC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,15.45
Low & middle income,LMY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,10.08
Lesotho,LSO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,0.0
Late-demographic dividend,LTE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,7.23
Lithuania,LTU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,21.98
Luxembourg,LUX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,6.3
Latvia,LVA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,9.04
"Macao SAR, China",MAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,0.0
St. Martin (French part),MAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Morocco,MAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2014,14.7
Monaco,MCO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,0.0
Moldova,MDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,21.53
Madagascar,MDG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Maldives,MDV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Upper middle income,2014,0.0
Middle East & North Africa,MEA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,13.49
Mexico,MEX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,13.71
Marshall Islands,MHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,0.0
Middle income,MIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,10.02
North Macedonia,MKD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,19.89
Mali,MLI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Malta,MLT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2014,4.68
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,20.49
Middle East & North Africa (excluding high income),MNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,19.34
